user_id,age_bucket,gender,region,language,subscription_status,signup_date,payment_type,utterance_type,device_type,device_subtype,device_model,os_version,app_version,build_number,llm_model,model_version,temperature,max_tokens,streaming_enabled,experiment_id,variant,assignment_date
17225,35-44,F,NA,pt,Plus,2025-11-24,Monthly,text,phone,ios,iPhone 14,iOS 17,v1.9.0,b4186,gpt-4o,2025-11-15,0.74,1024,0,,,2026-01-06
17226,35-44,F,EU,en,Free,2024-04-14,None,voice,phone,ios,iPhone 14,iOS 16,v1.7.9,b1791,gpt-4.1-mini,2025-12-01,0.69,512,1,,,2026-01-06
17227,18-24,F,EU,es,Free,2024-02-16,None,text,phone,ios,iPhone 14,iOS 16,v1.8.7,b3141,gpt-4.1-mini,2025-12-01,0.47,256,0,,,2026-01-06
17228,25-34,M,EU,en,Team,2024-03-25,Monthly,text,laptop,macbook,MacBook Pro 16,macOS 14,v1.9.0,b4832,gpt-4o-mini,2025-10-20,0.58,512,1,,,2026-01-06
17229,25-34,M,NA,en,Free,2025-06-09,None,text,phone,ios,iPhone 15,iOS 17,v1.9.1,b8946,gpt-4.1-mini,2025-12-01,0.56,1024,0,,,2026-01-06
17230,18-24,F,NA,ja,Free,2024-09-24,None,voice,phone,ios,iPhone 14,iOS 17,v1.7.9,b9554,gpt-4o,2025-11-15,0.34,512,1,,,2026-01-06
17231,25-34,M,LATAM,fr,Team,2024-07-15,Annual,text,laptop,macbook,MacBook Pro 16,macOS 13,v1.9.1,b4088,gpt-4o-mini,2025-10-20,0.83,512,1,,,2026-01-06
17232,45-54,M,LATAM,en,Team,2025-02-04,Monthly,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.8.2,b6635,gpt-4o,2025-11-15,0.59,2048,1,,,2026-01-06
17233,25-34,F,LATAM,en,Free,2024-01-17,None,text,laptop,macbook,MacBook Air M2,macOS 13,v1.8.7,b2127,gpt-4o,2025-11-15,0.87,1024,1,,,2026-01-06
17234,25-34,M,LATAM,es,Free,2024-01-03,None,text,phone,ios,iPhone 15,iOS 17,v1.9.1,b3916,gpt-4o,2025-11-15,0.78,256,0,,,2026-01-06
17235,45-54,M,APAC,pt,Enterprise,2024-09-30,Monthly,text,laptop,macbook,MacBook Air M1,macOS 14,v1.9.0,b4751,gpt-4o-mini,2025-10-20,0.46,512,1,,,2026-01-06
17236,25-34,M,NA,en,Plus,2024-05-17,Monthly,text,phone,ios,iPhone 12,iOS 17,v1.9.0,b1162,gpt-4o-mini,2025-10-20,0.81,256,1,,,2026-01-06
17237,25-34,M,APAC,en,Plus,2025-12-22,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.9.0,b6964,gpt-4.1-mini,2025-12-01,0.89,256,0,,,2026-01-06
17238,35-44,F,NA,en,Free,2025-10-09,None,voice,phone,ios,iPhone 13,iOS 16,v1.9.1,b9065,gpt-4.1-mini,2025-12-01,0.17,256,1,,,2026-01-06
17239,45-54,F,EU,es,Free,2025-10-02,None,text,phone,android,Galaxy S23,Android 13,v1.8.7,b4308,gpt-4o,2025-11-15,0.63,512,0,,,2026-01-06
17240,18-24,Prefer_not_say,EU,hi,Free,2025-05-31,None,text,laptop,macbook,MacBook Air M2,macOS 13,v1.9.1,b7785,gpt-4o-mini,2025-10-20,1.03,2048,1,,,2026-01-06
17241,25-34,F,NA,en,Free,2025-06-10,None,click,phone,android,Galaxy S23,Android 14,v1.9.0,b7421,gpt-4o-mini,2025-10-20,0.85,256,1,,,2026-01-06
17242,18-24,Prefer_not_say,NA,en,Free,2025-03-09,None,text,laptop,macbook,MacBook Air M2,macOS 14,v1.9.1,b9672,gpt-4.1-mini,2025-12-01,0.64,256,1,,,2026-01-06
17243,25-34,M,EU,es,Plus,2025-11-10,Monthly,text,phone,ios,iPhone 12,iOS 17,v1.9.0,b1018,gpt-4o,2025-11-15,0.79,1024,0,,,2026-01-06
17244,25-34,F,EU,en,Team,2025-08-05,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.9.1,b3150,gpt-4o,2025-11-15,0.82,512,1,,,2026-01-06
17245,25-34,F,APAC,hi,Plus,2024-04-14,Monthly,text,phone,android,Pixel 6,Android 13,v1.9.1,b1383,gpt-4o-mini,2025-10-20,0.32,512,0,,,2026-01-06
17246,25-34,F,NA,de,Plus,2024-12-07,Monthly,text,phone,android,Pixel 6,Android 13,v1.9.0,b7062,gpt-4o-mini,2025-10-20,0.84,2048,0,,,2026-01-06
17247,35-44,F,NA,en,Plus,2025-02-07,Monthly,voice,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.9.0,b3385,gpt-4o-mini,2025-10-20,1.01,1024,1,,,2026-01-06
17248,35-44,F,NA,en,Free,2024-09-19,None,text,laptop,macbook,MacBook Air M2,macOS 13,v1.8.2,b3879,gpt-4o-mini,2025-10-20,1.03,512,1,,,2026-01-06
17249,25-34,F,LATAM,en,Free,2024-12-21,None,text,phone,ios,iPhone 15,iOS 17,v1.8.2,b3750,gpt-4.1-mini,2025-12-01,0.54,256,1,,,2026-01-06
17250,18-24,M,NA,en,Enterprise,2024-03-27,Annual,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.8.2,b3965,gpt-4o-mini,2025-10-20,0.46,1024,1,,,2026-01-06
17251,35-44,F,EU,hi,Free,2025-09-22,None,click,phone,ios,iPhone 14,iOS 17,v1.9.0,b2840,gpt-4o-mini,2025-10-20,0.78,1024,1,,,2026-01-06
17252,35-44,M,NA,en,Free,2024-03-27,None,click,phone,ios,iPhone 14,iOS 17,v1.8.7,b4194,gpt-4o-mini,2025-10-20,0.65,512,1,,,2026-01-06
17253,45-54,F,EU,es,Free,2024-12-06,None,text,laptop,macbook,MacBook Air M2,macOS 14,v1.8.2,b9719,gpt-4.1-mini,2025-12-01,0.64,512,1,,,2026-01-06
17254,45-54,M,EU,pt,Enterprise,2025-01-25,Annual,voice,phone,ios,iPhone 13,iOS 16,v1.9.0,b7232,gpt-4o,2025-11-15,0.73,512,0,voice_latency_optim_v1,control,2026-01-06
17255,18-24,Prefer_not_say,NA,fr,Free,2024-12-02,None,voice,phone,android,Galaxy S22,Android 13,v1.7.9,b5633,gpt-4o,2025-11-15,0.47,512,1,voice_latency_optim_v1,control,2026-01-06
17256,25-34,F,NA,fr,Team,2024-01-07,Monthly,text,phone,ios,iPhone 13,iOS 16,v1.9.1,b7283,gpt-4o,2025-11-15,0.47,512,1,,,2026-01-06
17257,45-54,M,NA,en,Team,2025-05-30,Monthly,voice,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.7.9,b5677,gpt-4o,2025-11-15,0.61,1024,1,,,2026-01-06
17258,25-34,M,NA,en,Plus,2025-04-14,Monthly,text,phone,ios,iPhone 14,iOS 17,v1.9.0,b8086,gpt-4o,2025-11-15,0.47,256,1,,,2026-01-06
17259,55+,F,NA,en,Free,2025-04-20,None,text,phone,ios,iPhone 14,iOS 16,v1.9.0,b7641,gpt-4o,2025-11-15,0.35,512,0,,,2026-01-06
17260,25-34,F,NA,en,Plus,2024-05-17,Monthly,text,phone,ios,iPhone 13,iOS 17,v1.7.9,b6407,gpt-4o,2025-11-15,0.77,2048,1,,,2026-01-06
17261,55+,M,NA,en,Free,2024-03-28,None,text,phone,ios,iPhone 12,iOS 17,v1.8.2,b5801,gpt-4o,2025-11-15,0.58,1024,1,,,2026-01-06
17262,25-34,M,NA,en,Free,2024-11-27,None,text,phone,ios,iPhone 15,iOS 16,v1.9.1,b4793,gpt-4o,2025-11-15,0.72,512,1,,,2026-01-06
17263,18-24,F,NA,es,Free,2025-09-20,None,voice,phone,android,Pixel 7,Android 13,v1.9.1,b3232,gpt-4o,2025-11-15,0.77,512,1,voice_latency_optim_v1,treatment,2026-01-06
17264,55+,Prefer_not_say,NA,hi,Free,2024-04-01,None,voice,laptop,macbook,MacBook Pro 14,macOS 14,v1.9.0,b9225,gpt-4o,2025-11-15,0.98,1024,0,voice_latency_optim_v1,control,2026-01-06
17265,35-44,F,APAC,pt,Plus,2025-08-30,Monthly,voice,phone,android,Galaxy S22,Android 14,v1.8.7,b2685,gpt-4.1-mini,2025-12-01,0.51,512,0,voice_latency_optim_v1,control,2026-01-06
17266,45-54,F,EU,en,Enterprise,2024-07-06,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 13,v1.9.1,b6422,gpt-4o,2025-11-15,0.59,512,0,,,2026-01-06
17267,25-34,F,NA,en,Team,2024-12-04,Annual,text,phone,ios,iPhone 14,iOS 17,v1.9.0,b2273,gpt-4o,2025-11-15,0.37,1024,1,,,2026-01-06
17268,35-44,M,APAC,en,Plus,2024-04-24,Monthly,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.9.0,b4431,gpt-4o-mini,2025-10-20,0.28,512,1,,,2026-01-06
17269,35-44,F,NA,en,Free,2024-08-16,None,text,phone,android,Galaxy S22,Android 13,v1.9.1,b9821,gpt-4o,2025-11-15,0.78,256,1,,,2026-01-06
17270,18-24,M,EU,en,Free,2024-01-06,None,text,phone,ios,iPhone 14,iOS 17,v1.9.0,b8745,gpt-4o-mini,2025-10-20,0.72,256,1,,,2026-01-06
17271,25-34,M,APAC,en,Plus,2025-12-12,Monthly,text,phone,android,Pixel 7,Android 14,v1.9.0,b1621,gpt-4o-mini,2025-10-20,0.79,2048,1,,,2026-01-06
17272,25-34,F,APAC,hi,Free,2024-07-03,None,voice,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.9.0,b6966,gpt-4o,2025-11-15,0.61,256,1,voice_latency_optim_v1,treatment,2026-01-06
17273,18-24,M,APAC,en,Free,2024-09-12,None,voice,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.8.7,b9162,gpt-4o,2025-11-15,0.59,512,1,,,2026-01-06
17274,25-34,M,NA,en,Team,2025-06-28,Monthly,text,phone,ios,iPhone 15,iOS 17,v1.9.1,b8860,gpt-4o,2025-11-15,0.36,256,1,,,2026-01-06
17275,35-44,F,NA,en,Free,2025-09-13,None,text,laptop,macbook,MacBook Air M1,macOS 13,v1.8.2,b5446,gpt-4o,2025-11-15,0.76,512,1,,,2026-01-06
17276,45-54,F,APAC,fr,Plus,2025-08-12,Monthly,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.7,b2728,gpt-4.1-mini,2025-12-01,0.73,1024,1,,,2026-01-06
17277,55+,F,EU,en,Plus,2025-07-25,Monthly,text,phone,ios,iPhone 13,iOS 16,v1.8.7,b5630,gpt-4o,2025-11-15,0.85,1024,1,,,2026-01-06
17278,25-34,M,EU,en,Free,2024-03-31,None,text,phone,ios,iPhone 14,iOS 16,v1.9.0,b5580,gpt-4o-mini,2025-10-20,0.42,512,0,,,2026-01-06
17279,18-24,M,NA,fr,Enterprise,2024-07-13,Monthly,text,laptop,macbook,MacBook Air M2,macOS 14,v1.9.1,b1792,gpt-4o,2025-11-15,0.73,512,0,,,2026-01-06
17280,18-24,M,NA,pt,Free,2025-03-13,None,voice,phone,ios,iPhone 13,iOS 16,v1.8.7,b9038,gpt-4o,2025-11-15,0.71,1024,1,voice_latency_optim_v1,control,2026-01-06
17281,45-54,F,NA,en,Free,2024-03-07,None,text,phone,ios,iPhone 13,iOS 16,v1.9.0,b8604,gpt-4o,2025-11-15,0.77,1024,1,,,2026-01-06
17282,25-34,M,NA,hi,Free,2024-04-25,None,voice,laptop,macbook,MacBook Pro 16,macOS 13,v1.8.7,b9392,gpt-4o,2025-11-15,0.48,256,1,voice_latency_optim_v1,control,2026-01-06
17283,35-44,M,NA,es,Free,2025-04-30,None,voice,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.7,b6962,gpt-4o-mini,2025-10-20,0.68,512,1,voice_latency_optim_v1,control,2026-01-06
17284,25-34,F,APAC,fr,Plus,2024-05-10,Annual,text,phone,ios,iPhone 15,iOS 17,v1.9.1,b9949,gpt-4o-mini,2025-10-20,0.76,1024,0,,,2026-01-06
17285,55+,F,NA,ja,Plus,2025-03-14,Monthly,text,laptop,macbook,MacBook Air M1,macOS 13,v1.7.9,b7792,gpt-4.1-mini,2025-12-01,0.3,512,1,,,2026-01-06
17286,25-34,M,NA,fr,Free,2025-03-23,None,text,phone,ios,iPhone 15,iOS 17,v1.8.7,b7366,gpt-4o-mini,2025-10-20,0.96,1024,1,,,2026-01-06
17287,25-34,F,APAC,hi,Free,2024-06-15,None,click,phone,ios,iPhone 13,iOS 17,v1.9.1,b7772,gpt-4o-mini,2025-10-20,0.1,2048,1,,,2026-01-06
17288,18-24,M,EU,en,Plus,2024-02-05,Monthly,text,phone,ios,iPhone 13,iOS 17,v1.7.9,b7460,gpt-4o,2025-11-15,0.84,512,1,,,2026-01-06
17289,18-24,M,NA,de,Free,2024-12-03,None,text,phone,ios,iPhone 14,iOS 16,v1.9.0,b4920,gpt-4o,2025-11-15,0.9,512,1,,,2026-01-06
17290,45-54,M,NA,de,Team,2025-10-14,Annual,voice,phone,android,Galaxy S22,Android 14,v1.7.9,b5079,gpt-4o-mini,2025-10-20,0.61,256,0,,,2026-01-06
17291,25-34,M,EU,en,Free,2025-11-28,None,click,laptop,macbook,MacBook Air M1,macOS 14,v1.9.0,b4895,gpt-4o,2025-11-15,0.62,2048,1,,,2026-01-06
17292,55+,F,NA,hi,Plus,2024-01-01,Monthly,voice,phone,android,Galaxy S23,Android 13,v1.8.7,b1682,gpt-4o,2025-11-15,0.87,1024,1,,,2026-01-06
17293,35-44,F,NA,en,Team,2025-01-09,Monthly,text,laptop,macbook,MacBook Pro 14,macOS 13,v1.9.0,b7100,gpt-4o,2025-11-15,0.87,1024,1,,,2026-01-06
17294,25-34,F,NA,fr,Free,2025-12-15,None,text,laptop,macbook,MacBook Air M2,macOS 13,v1.9.0,b8841,gpt-4o-mini,2025-10-20,0.46,2048,1,,,2026-01-06
17295,25-34,Prefer_not_say,NA,en,Team,2025-11-02,Monthly,text,phone,android,Pixel 6,Android 14,v1.9.1,b1284,gpt-4.1-mini,2025-12-01,0.79,1024,1,,,2026-01-06
17296,18-24,M,NA,en,Plus,2024-12-04,Annual,text,phone,android,Galaxy S23,Android 13,v1.9.0,b3568,gpt-4o,2025-11-15,0.87,256,1,,,2026-01-06
17297,25-34,F,EU,pt,Free,2025-03-20,None,text,phone,ios,iPhone 12,iOS 17,v1.7.9,b3935,gpt-4o-mini,2025-10-20,0.83,2048,0,,,2026-01-06
17298,25-34,M,EU,en,Free,2024-11-01,None,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.9.0,b9401,gpt-4o,2025-11-15,1.08,256,1,,,2026-01-06
17299,45-54,F,LATAM,en,Free,2024-10-14,None,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.9.0,b2006,gpt-4o,2025-11-15,0.7,1024,1,,,2026-01-06
17300,35-44,F,NA,es,Free,2025-06-09,None,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.7,b4437,gpt-4o-mini,2025-10-20,0.37,1024,1,,,2026-01-06
17301,25-34,Non-binary,NA,en,Free,2025-03-24,None,voice,phone,ios,iPhone 12,iOS 17,v1.7.9,b5159,gpt-4o-mini,2025-10-20,0.97,1024,0,voice_latency_optim_v1,treatment,2026-01-06
17302,25-34,M,LATAM,es,Free,2025-11-28,None,text,phone,ios,iPhone 12,iOS 16,v1.8.2,b9483,gpt-4o,2025-11-15,0.89,1024,1,,,2026-01-06
17303,18-24,M,NA,de,Free,2025-03-26,None,voice,laptop,macbook,MacBook Pro 16,macOS 14,v1.9.1,b4870,gpt-4o,2025-11-15,0.16,512,1,voice_latency_optim_v1,treatment,2026-01-06
17304,35-44,F,EU,en,Free,2024-01-28,None,text,phone,android,Galaxy S22,Android 14,v1.9.0,b3399,gpt-4o,2025-11-15,0.54,256,1,,,2026-01-06
17305,35-44,M,APAC,de,Plus,2024-12-05,Monthly,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.8.2,b7018,gpt-4o,2025-11-15,0.77,2048,1,,,2026-01-06
17306,35-44,M,EU,en,Enterprise,2025-09-27,Monthly,click,phone,ios,iPhone 15,iOS 17,v1.9.0,b6486,gpt-4o,2025-11-15,0.64,256,1,,,2026-01-06
17307,18-24,F,EU,hi,Free,2025-12-15,None,text,phone,android,Galaxy S22,Android 14,v1.8.7,b3574,gpt-4o,2025-11-15,0.48,256,0,,,2026-01-06
17308,35-44,F,EU,pt,Free,2025-08-29,None,voice,phone,android,Pixel 7,Android 14,v1.9.1,b6408,gpt-4.1-mini,2025-12-01,0.79,1024,1,voice_latency_optim_v1,treatment,2026-01-06
17309,25-34,F,NA,en,Plus,2025-04-11,Monthly,voice,laptop,macbook,MacBook Air M1,macOS 13,v1.7.9,b4623,gpt-4o,2025-11-15,0.73,512,1,,,2026-01-06
17310,45-54,F,APAC,en,Plus,2024-10-18,Annual,text,phone,ios,iPhone 12,iOS 16,v1.9.1,b8473,gpt-4o,2025-11-15,0.41,1024,1,,,2026-01-06
17311,25-34,M,EU,fr,Free,2025-06-04,None,voice,phone,android,Galaxy S22,Android 13,v1.9.0,b9472,gpt-4o-mini,2025-10-20,0.35,512,1,voice_latency_optim_v1,control,2026-01-06
17312,35-44,F,EU,en,Free,2025-09-17,None,click,phone,android,Galaxy S22,Android 13,v1.8.2,b2331,gpt-4o,2025-11-15,0.65,256,1,,,2026-01-06
17313,18-24,M,NA,pt,Free,2025-01-14,None,voice,phone,android,Galaxy S22,Android 13,v1.9.1,b4152,gpt-4o,2025-11-15,0.39,2048,1,,,2026-01-06
17314,45-54,M,EU,fr,Free,2024-10-16,None,click,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.9.1,b2471,gpt-4o,2025-11-15,0.69,256,1,,,2026-01-06
17315,35-44,F,EU,es,Enterprise,2025-07-23,Annual,text,laptop,macbook,MacBook Pro 14,macOS 13,v1.9.1,b4092,gpt-4o-mini,2025-10-20,0.88,2048,0,,,2026-01-06
17316,35-44,M,NA,en,Free,2024-11-28,None,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.9.1,b1774,gpt-4o-mini,2025-10-20,0.64,1024,1,,,2026-01-06
17317,25-34,M,EU,en,Team,2024-03-31,Annual,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.9.0,b8927,gpt-4o-mini,2025-10-20,0.96,256,1,,,2026-01-06
17318,25-34,M,APAC,ko,Free,2024-05-12,None,text,laptop,macbook,MacBook Pro 14,macOS 14,v1.8.2,b8799,gpt-4o-mini,2025-10-20,0.61,512,1,,,2026-01-06
17319,25-34,F,APAC,fr,Free,2024-10-27,None,click,phone,ios,iPhone 12,iOS 17,v1.8.7,b1351,gpt-4o,2025-11-15,0.46,256,1,,,2026-01-06
17320,55+,F,NA,en,Team,2025-09-15,Annual,text,laptop,macbook,MacBook Pro 14,macOS 13,v1.8.7,b3983,gpt-4o-mini,2025-10-20,0.7,256,1,,,2026-01-06
17321,45-54,F,NA,hi,Free,2025-10-05,None,voice,phone,ios,iPhone 12,iOS 17,v1.8.7,b2156,gpt-4o,2025-11-15,0.57,2048,1,,,2026-01-06
17322,25-34,F,NA,en,Free,2025-02-06,None,voice,phone,ios,iPhone 12,iOS 17,v1.9.0,b7051,gpt-4o-mini,2025-10-20,1.11,1024,0,voice_latency_optim_v1,control,2026-01-06
17323,45-54,F,EU,es,Plus,2024-04-29,Monthly,voice,phone,ios,iPhone 14,iOS 17,v1.7.9,b9697,gpt-4o,2025-11-15,0.88,512,1,voice_latency_optim_v1,control,2026-01-06
17324,35-44,F,APAC,en,Free,2025-05-24,None,voice,laptop,macbook,MacBook Air M2,macOS 13,v1.8.7,b8807,gpt-4o,2025-11-15,0.68,2048,0,voice_latency_optim_v1,control,2026-01-06
17325,35-44,M,NA,pt,Plus,2025-05-10,Annual,text,phone,ios,iPhone 12,iOS 16,v1.8.7,b9332,gpt-4.1-mini,2025-12-01,0.38,1024,1,,,2026-01-06
17326,18-24,M,NA,en,Enterprise,2024-08-21,Monthly,voice,laptop,macbook,MacBook Pro 14,macOS 13,v1.9.1,b2074,gpt-4o,2025-11-15,0.94,2048,0,,,2026-01-06
17327,25-34,M,LATAM,de,Team,2024-05-04,Monthly,voice,phone,android,Galaxy S23,Android 13,v1.9.0,b5883,gpt-4o,2025-11-15,0.55,2048,1,,,2026-01-06
17328,25-34,Non-binary,APAC,en,Free,2024-07-06,None,text,phone,ios,iPhone 14,iOS 16,v1.9.0,b9572,gpt-4o,2025-11-15,0.42,1024,1,,,2026-01-06
17329,35-44,M,LATAM,en,Plus,2025-08-05,Monthly,text,phone,android,Galaxy S22,Android 13,v1.7.9,b1221,gpt-4o-mini,2025-10-20,0.57,512,1,,,2026-01-06
17330,18-24,F,EU,en,Free,2025-11-19,None,text,laptop,lenovo,Lenovo ThinkPad T14,Windows 11,v1.8.7,b1765,gpt-4o,2025-11-15,0.65,512,1,,,2026-01-06
17331,18-24,F,NA,fr,Free,2025-04-08,None,text,laptop,macbook,MacBook Air M2,macOS 14,v1.9.0,b9674,gpt-4o-mini,2025-10-20,0.63,1024,0,,,2026-01-06
17332,45-54,M,APAC,fr,Plus,2025-12-26,Monthly,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.8.2,b3462,gpt-4o,2025-11-15,0.91,512,1,,,2026-01-06
17333,25-34,F,EU,es,Plus,2024-04-16,Monthly,text,phone,android,Galaxy S22,Android 13,v1.8.7,b2181,gpt-4o,2025-11-15,0.57,2048,1,,,2026-01-06
17334,35-44,F,EU,es,Free,2025-09-28,None,voice,phone,android,Pixel 7,Android 13,v1.8.2,b6340,gpt-4o-mini,2025-10-20,0.76,512,1,voice_latency_optim_v1,treatment,2026-01-06
17335,25-34,M,APAC,en,Free,2024-10-16,None,text,phone,ios,iPhone 15,iOS 17,v1.9.0,b7555,gpt-4o,2025-11-15,0.77,2048,1,,,2026-01-06
17336,55+,F,EU,en,Enterprise,2025-08-06,Monthly,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.9.0,b5292,gpt-4o,2025-11-15,0.78,1024,0,,,2026-01-06
17337,25-34,M,LATAM,de,Plus,2025-06-30,Monthly,voice,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.9.0,b5925,gpt-4o,2025-11-15,0.59,1024,1,,,2026-01-06
17338,45-54,M,EU,es,Team,2024-12-25,Monthly,text,phone,android,Pixel 7,Android 14,v1.9.1,b4901,gpt-4.1-mini,2025-12-01,0.63,1024,1,,,2026-01-06
17339,35-44,F,NA,en,Free,2025-08-04,None,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.2,b8677,gpt-4o,2025-11-15,0.81,1024,1,,,2026-01-06
17340,25-34,M,EU,en,Plus,2024-02-06,Monthly,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.9.1,b9579,gpt-4o,2025-11-15,0.52,2048,1,,,2026-01-06
17341,18-24,F,NA,hi,Free,2025-02-03,None,text,laptop,macbook,MacBook Air M2,macOS 14,v1.9.1,b8608,gpt-4o-mini,2025-10-20,1.07,1024,1,,,2026-01-06
17342,35-44,M,LATAM,en,Plus,2025-06-16,Annual,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.8.7,b5950,gpt-4.1-mini,2025-12-01,0.18,256,1,,,2026-01-06
17343,55+,F,EU,es,Free,2025-01-15,None,text,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.9.0,b1338,gpt-4o-mini,2025-10-20,0.36,1024,1,,,2026-01-06
17344,35-44,M,NA,pt,Free,2025-11-04,None,text,phone,android,Galaxy S23,Android 14,v1.9.1,b3788,gpt-4o,2025-11-15,0.99,256,1,,,2026-01-06
17345,25-34,M,APAC,fr,Free,2025-04-05,None,text,phone,ios,iPhone 15,iOS 16,v1.8.7,b3194,gpt-4o,2025-11-15,0.47,1024,1,,,2026-01-06
17346,45-54,F,NA,en,Free,2025-08-21,None,voice,phone,ios,iPhone 14,iOS 16,v1.9.1,b9119,gpt-4.1-mini,2025-12-01,0.75,1024,1,voice_latency_optim_v1,treatment,2026-01-06
17347,35-44,M,LATAM,fr,Free,2024-06-24,None,text,phone,ios,iPhone 15,iOS 16,v1.8.7,b6329,gpt-4.1-mini,2025-12-01,0.61,512,0,,,2026-01-06
17348,25-34,F,NA,ja,Free,2024-07-17,None,voice,laptop,lenovo,Lenovo X1 Carbon,Windows 11,v1.9.1,b5609,gpt-4o,2025-11-15,0.85,2048,1,voice_latency_optim_v1,treatment,2026-01-06
17349,18-24,Non-binary,NA,en,Enterprise,2025-07-04,Annual,click,laptop,macbook,MacBook Air M1,macOS 14,v1.8.7,b2845,gpt-4o,2025-11-15,0.43,256,0,,,2026-01-06
17350,35-44,M,NA,en,Free,2025-03-07,None,voice,phone,android,Galaxy S23,Android 14,v1.8.7,b6125,gpt-4o,2025-11-15,0.63,1024,0,,,2026-01-06
17351,45-54,F,EU,en,Team,2025-01-25,Monthly,voice,phone,ios,iPhone 12,iOS 16,v1.8.2,b1996,gpt-4o-mini,2025-10-20,0.94,1024,1,voice_latency_optim_v1,control,2026-01-06
17352,35-44,F,APAC,en,Free,2024-11-09,None,text,phone,android,Pixel 6,Android 14,v1.9.0,b4753,gpt-4o,2025-11-15,0.89,512,1,,,2026-01-06
17353,25-34,F,LATAM,en,Plus,2024-11-08,Monthly,voice,phone,ios,iPhone 13,iOS 16,v1.8.2,b5201,gpt-4o,2025-11-15,0.74,256,0,voice_latency_optim_v1,treatment,2026-01-06
17354,35-44,M,NA,es,Plus,2024-02-01,Monthly,text,phone,android,Pixel 6,Android 13,v1.9.1,b3185,gpt-4o,2025-11-15,0.54,256,1,,,2026-01-06
17355,45-54,M,NA,fr,Plus,2025-07-24,Monthly,text,phone,android,Galaxy S22,Android 13,v1.8.7,b7149,gpt-4o,2025-11-15,0.57,2048,0,,,2026-01-06
17356,25-34,M,LATAM,en,Plus,2024-09-30,Monthly,text,phone,ios,iPhone 13,iOS 17,v1.9.0,b6913,gpt-4.1-mini,2025-12-01,0.66,512,1,,,2026-01-06
17357,35-44,Non-binary,LATAM,hi,Plus,2024-02-13,Annual,text,laptop,lenovo,Lenovo Yoga 7,Windows 11,v1.8.2,b8451,gpt-4o,2025-11-15,0.68,1024,0,,,2026-01-06
17358,35-44,M,NA,en,Plus,2025-12-01,Monthly,text,phone,android,Galaxy S23,Android 13,v1.9.0,b4605,gpt-4o,2025-11-15,0.7,256,0,,,2026-01-06
17359,18-24,M,EU,en,Free,2024-11-22,None,voice,phone,android,Galaxy S22,Android 14,v1.9.1,b6162,gpt-4.1-mini,2025-12-01,1.12,1024,1,,,2026-01-06
17360,35-44,M,EU,es,Team,2024-04-07,Monthly,text,phone,android,Pixel 6,Android 13,v1.7.9,b9088,gpt-4.1-mini,2025-12-01,0.48,1024,1,,,2026-01-06
17361,25-34,F,NA,en,Plus,2024-08-18,Annual,text,phone,android,Pixel 6,Android 13,v1.8.7,b9897,gpt-4o-mini,2025-10-20,0.4,256,0,,,2026-01-06
17362,35-44,M,NA,en,Free,2025-07-20,None,text,phone,android,Pixel 6,Android 14,v1.9.1,b9878,gpt-4o-mini,2025-10-20,0.79,256,1,,,2026-01-06
17363,45-54,F,NA,hi,Plus,2025-12-04,Monthly,text,phone,ios,iPhone 12,iOS 17,v1.9.1,b7452,gpt-4o,2025-11-15,0.54,1024,1,,,2026-01-06
17364,25-34,F,NA,es,Free,2024-05-26,None,text,phone,android,Galaxy S22,Android 14,v1.9.0,b3265,gpt-4o,2025-11-15,0.55,256,1,,,2026-01-06
17365,25-34,Prefer_not_say,APAC,en,Plus,2025-08-11,Monthly,click,phone,ios,iPhone 12,iOS 16,v1.9.0,b4404,gpt-4.1-mini,2025-12-01,0.62,512,1,,,2026-01-06
